Video;Arena;Individual;Prop_time_lost;Smoothing_filter_window;Smoothing_Polyorder;Moving_threshold;Prop_time_moving;Average_Speed;Average_Speed_Moving;Traveled_Dist;Meander;Traveled_Dist_Moving;Meander_moving;Exploration_absolute_value;Exploration_relative_value;Exploration_method;Exploration_area;Exploration_aspect_param;Mean_nb_neighbours;Prop_time_with_at_least_one_neighbour;Mean_shortest_dist_neighbour;Mean_sum_distances_to_neighbours
Vidéo Tebis 2022_2.avi;0;Ind0;0.0;0;0;0;0.8751515151515151;0.8823681783681215;1.0082461871934907;145.59074943074046;4252.19979321195;145.59074943074046;3693.8003479434674;32.24696222568163;0.37132019381116926;Modern;1;NA;NA;NA;NA;NA
