Video;Arena;Individual;Prop_time_lost;Smoothing_filter_window;Smoothing_Polyorder;Moving_threshold;Prop_time_moving;Average_Speed;Average_Speed_Moving;Traveled_Dist;Meander;Traveled_Dist_Moving;Meander_moving;Exploration_absolute_value;Exploration_relative_value;Exploration_method;Exploration_area;Exploration_aspect_param;Mean_nb_neighbours;Prop_time_with_at_least_one_neighbour;Mean_shortest_dist_neighbour;Mean_sum_distances_to_neighbours;File;Nom
Act_LU2_R3_080623.avi;0;Ind0;0.0;0;0;0;1.0;0.22750366746186224;0.22750366746186224;68.25110023855875;34468.45365117608;68.25110023855875;34468.45365117608;23.731629660327002;0.3789090667970725;Modern;1;NA;NA;NA;NA;NA;Act_LU2_R3_080623;AD
Act_LU2_R3_080623.avi;1;Ind0;0.0;0;0;0;0.9898666666666667;0.6651067150625848;0.671915458374109;199.53201451877536;36848.82756804874;199.53201451877536;36983.83198210475;41.24522453838567;0.6585384047940721;Modern;1;NA;NA;NA;NA;NA;Act_LU2_R3_080623;AD
Act_LU2_R3_080623.avi;2;Ind0;0.0;0;0;0;0.9857333333333334;0.6644090313837022;0.6740251231405068;199.3227094151103;44916.79845265296;199.3227094151103;45152.7099143518;54.63388166557573;0.7972169407558346;Modern;1;NA;NA;NA;NA;NA;Act_LU2_R3_080623;AD
Act_LU2_R3_080623.avi;3;Ind0;0.0;0;0;0;0.9949333333333333;0.6600144646969286;0.6633755675726298;198.00433940907806;28088.503176415605;198.00433940907806;28131.440611764043;49.9238942236388;0.7504311252955451;Modern;1;NA;NA;NA;NA;NA;Act_LU2_R3_080623;AD
Act_LU2_R3_080623.avi;4;Ind0;0.0;0;0;0;0.9996;0.47925802374111415;0.47944980366257917;143.7774071223337;29662.725178054396;143.7774071223337;29666.391133833968;49.47952640149639;0.7818711291579509;Modern;1;NA;NA;NA;NA;NA;Act_LU2_R3_080623;AD
Act_LU2_R3_080623.avi;5;Ind0;0.0;0;0;0;0.9956;0.5801214903823196;0.5826853057275206;174.0364471146968;52712.471107329395;174.0364471146968;52877.76420244702;40.90468097375317;0.5911133449861592;Modern;1;NA;NA;NA;NA;NA;Act_LU2_R3_080623;AD
