Video;Arena;Individual;Prop_time_lost;Smoothing_filter_window;Smoothing_Polyorder;Moving_threshold;Prop_time_moving;Average_Speed;Average_Speed_Moving;Traveled_Dist;Meander;Traveled_Dist_Moving;Meander_moving;Exploration_absolute_value;Exploration_relative_value;Exploration_method;Exploration_area;Exploration_aspect_param;Mean_nb_neighbours;Prop_time_with_at_least_one_neighbour;Mean_shortest_dist_neighbour;Mean_sum_distances_to_neighbours;File;Initiales
Act_LU2_R3_080623.avi;0;Ind0;0.0;0;0;0;1.0;0.23073728610513516;0.23073728610513516;69.22118583154044;33958.31598285707;69.22118583154044;33958.31598285707;31.484045429962144;0.5027940681113482;Modern;2.21;NA;NA;NA;NA;NA;Act_LU2_R3_080623;TDA & SC
Act_LU2_R3_080623.avi;1;Ind0;0.0;0;0;0;0.9985333333333334;0.6677665154156941;0.6687473448548145;200.32995462470925;37098.013602192485;200.32995462470925;37150.04754518589;45.53704705246079;0.7198563672893601;Modern;2.21;NA;NA;NA;NA;NA;Act_LU2_R3_080623;TDA & SC
Act_LU2_R3_080623.avi;2;Ind0;0.0;0;0;0;0.986;0.6744020660142349;0.6839777545783315;202.3206198042701;44097.02564124312;202.3206198042701;44319.12826020144;58.791779340183886;0.910183952508938;Modern;2.21;NA;NA;NA;NA;NA;Act_LU2_R3_080623;TDA & SC
Act_LU2_R3_080623.avi;3;Ind0;0.0;0;0;0;0.9949333333333333;0.673675229198793;0.6771058990875031;202.10256875963898;27518.92541776864;202.10256875963898;27560.99216919226;61.487831260140624;0.9049741699766773;Modern;2.21;NA;NA;NA;NA;NA;Act_LU2_R3_080623;TDA & SC
Act_LU2_R3_080623.avi;4;Ind0;0.0;0;0;0;1.0;0.4787993550650511;0.4787993550650511;143.6398065195152;29092.64916392124;143.6398065195152;29092.64916392124;59.758247701460256;0.9346941537732737;Modern;2.21;NA;NA;NA;NA;NA;Act_LU2_R3_080623;TDA & SC
Act_LU2_R3_080623.avi;5;Ind0;0.0;0;0;0;0.9946666666666667;0.6119622315926639;0.6152435304215791;183.588669477799;49041.51264917014;183.588669477799;49110.87944012708;52.06219578150352;0.7291933370198389;Modern;2.21;NA;NA;NA;NA;NA;Act_LU2_R3_080623;TDA & SC
