Video;Arena;Individual;Prop_time_lost;Smoothing_filter_window;Smoothing_Polyorder;Moving_threshold;Prop_time_moving;Average_Speed;Average_Speed_Moving;Traveled_Dist;Meander;Traveled_Dist_Moving;Meander_moving;Exploration_absolute_value;Exploration_relative_value;Exploration_method;Exploration_area;Exploration_aspect_param;Mean_nb_neighbours;Prop_time_with_at_least_one_neighbour;Mean_shortest_dist_neighbour;Mean_sum_distances_to_neighbours;Files;Nom
Act_LU2_R3_080623.avi;0;Ind6;0.0;0;0;0;1.0;0.2257162637946296;0.2257162637946296;67.714879138389;34740.19988381737;67.714879138389;34740.19988381737;34.89208133181168;0.5435846818807759;Modern;2.61;NA;NA;NA;NA;NA;Act_LU2_R3_080623;LE
Act_LU2_R3_080623.avi;1;Ind0;0.0;0;0;0;0.9898666666666667;0.6615408244017321;0.6683130634446378;198.46224732051948;37142.80207042437;198.46224732051948;37278.883747616426;46.992669443999354;0.7544645420614413;Modern;2.61;NA;NA;NA;NA;NA;Act_LU2_R3_080623;LE
Act_LU2_R3_080623.avi;2;Ind0;0.0;0;0;0;0.9857333333333334;0.6591526308189536;0.6686926459004668;197.74578924568664;45274.98663808102;197.74578924568664;45512.779371404235;65.06358952810413;0.9463159068108349;Modern;2.61;NA;NA;NA;NA;NA;Act_LU2_R3_080623;LE
Act_LU2_R3_080623.avi;3;Ind0;0.0;0;0;0;0.9949333333333333;0.654792831273692;0.6581273431456298;196.43784938210794;28312.494429815943;196.43784938210794;28355.77426895504;60.79366532705053;0.9284527088714272;Modern;2.61;NA;NA;NA;NA;NA;Act_LU2_R3_080623;LE
Act_LU2_R3_080623.avi;4;Ind0;0.0;0;0;0;0.9996;0.4717210255142723;0.47190978943004436;141.51630765428152;29899.277215056398;141.51630765428152;29902.97240684906;59.7559465221756;0.9593782043394447;Modern;2.61;NA;NA;NA;NA;NA;Act_LU2_R3_080623;LE
Act_LU2_R3_080623.avi;5;Ind0;0.0;0;0;0;0.9950666666666667;0.5878609340319171;0.5907754261341791;176.35828020957507;51888.78145019315;176.35828020957507;52062.906705932895;51.11391015306939;0.7577965806397855;Modern;2.61;NA;NA;NA;NA;NA;Act_LU2_R3_080623;LE
