Video;Arena;Individual;Prop_time_lost;Smoothing_filter_window;Smoothing_Polyorder;Moving_threshold;Prop_time_moving;Average_Speed;Average_Speed_Moving;Traveled_Dist;Meander;Traveled_Dist_Moving;Meander_moving;Exploration_absolute_value;Exploration_relative_value;Exploration_method;Exploration_area;Exploration_aspect_param;Mean_nb_neighbours;Prop_time_with_at_least_one_neighbour;Mean_shortest_dist_neighbour;Mean_sum_distances_to_neighbours;File;Name
VID_20231116_090528.avi;0;Ind0;0.0;0;0;0;0.9355316783994072;2.4109577354510874;2.577098981379202;433.9129082107481;15976.061572143459;433.9129082107481;16087.028420570927;69.8738862486339;0.1491760962428161;Modern;1;NA;0.0;0.0;94.04999885548993;94.04999885548993;VID_20231116_090528;LE
VID_20231116_090528.avi;0;Ind1;0.06130764956473421;0;0;0;0.9499406410763751;2.8561403205179494;3.006651360112001;494.0503012304333;14392.198155649097;494.0503012304333;14461.517996253491;65.66887770014922;0.14019868288271584;Modern;1;NA;0.0;0.0;94.04999885548993;94.04999885548993;VID_20231116_090528;LE
