Video;Arena;Individual;Prop_time_lost;Smoothing_filter_window;Smoothing_Polyorder;Moving_threshold;Prop_time_moving;Average_Speed;Average_Speed_Moving;Traveled_Dist;Meander;Traveled_Dist_Moving;Meander_moving;Exploration_absolute_value;Exploration_relative_value;Exploration_method;Exploration_area;Exploration_aspect_param;Mean_nb_neighbours;Prop_time_with_at_least_one_neighbour;Mean_shortest_dist_neighbour;Mean_sum_distances_to_neighbours;File;Name;
VID_20231116_090528.avi;0;Ind0;0.10951825304217369;0;0;0;0.9477625912750421;0.7511849036423339;0.7925876274898668;133.76716468354962;26403.15041500173;133.76716468354962;26553.253507331618;43.04578008422077;0.09723770002697452;Modern;0.44;NA;0.0;0.0;368.71508374879375;368.71508374879375;VID_20231116_090528.avi;JG;
VID_20231116_090528.avi;0;Ind1;0.10951825304217369;0;0;0;0.9960681520314548;0.5724949730294878;0.5747548216072358;101.94697599274808;18138.038657779674;101.94697599274808;18121.397309221884;41.37702108606961;0.0934680787873999;Modern;0.44;NA;0.0;0.0;368.71508374879375;368.71508374879375;VID_20231116_090528.avi;JG;
